listing_title,property_type,city,beds,accommodates,competitor_avg_price,nightly_price
Oceanfront Pool Villa,villa,General Luna,2.0,4.0,163.0,163.0
Lovely 1 Bedroom Suite with Pool View,condo,George Town,3.0,6.0,26.0,26.0
Private Beach House. The Shack,house,Santander,1.0,2.0,89.0,89.0
Lounge Poolside Under Lush Greenery at an Organic Bamboo Pad,treehouse,Bali,1.0,2.0,69.0,69.0
"Luxury room & Sky pool, in Phuket town",apartment,Phuket,1.0,2.0,44.75,40.0
Tide 2 in Penida Tides Cottage,other,Nusa Penida,1.0,2.0,32.0,32.0
Walk to Petronas Towers from a Stylish Apartment,apartment,Kuala Lumpur,1.0,2.0,60.285714285714285,71.0
Private room4 Legian/breakfast/close to Kuta beach,room,Kabupaten Badung,1.0,2.0,81.0,81.0
"Luxury Ocean Front, 2,500sq ft Private Eco Villa!",villa,Karangasem,1.0,2.0,450.0,450.0
★Studio in Seafront Private Villa w/infinity pool★,apartment,PHUKET,3.0,6.0,48.0,53.0
Veranda Residence pattaya 2bedroom partial seaview,condo,Na Chom Thian,2.0,4.0,83.0,83.0
Cool Home w Garden near Sea,house,Hua Hin,2.0,4.0,77.0,77.0
Coconut Garden Resort Gili Trawangan,hotel,Gili Trawangan,1.0,2.0,69.0,69.0
Cozy & Modern Loft w/ high speed wi-fi and Netflix,loft,Pasig,2.0,4.0,35.0,35.0
Balian Beachfront Luxury Tiny House,tiny_home,Kabupaten Tabanan,4.0,8.0,186.0,186.0
Ocean View Pool Villa @ Balian Beach,house,Tabanan,1.0,2.0,170.0,170.0
PD D'Wharf Premium Suite - Full Seaview (4-6 Pax),apartment,Port Dickson,1.0,2.0,54.0,54.0
Oceanfront Pool Villa,villa,General Luna,1.0,2.0,163.0,163.0
Lounge Poolside Under Lush Greenery at an Organic Bamboo Pad,treehouse,Bali,2.0,4.0,69.0,69.0
Studio in Beachfront Private Villa w/Infinity pool,apartment,PHUKET,2.0,4.0,48.0,38.0
Grand Seaview Pool Suite •,room,Phuket,2.0,4.0,111.0,111.0
"❤️THE LOFT, Romantic Beachfront Home, HIN KONG.",house,ตำบล บ้านใต้,2.0,4.0,198.0,198.0
"❤️THE LOFT, Romantic Beachfront Home, HIN KONG.",house,ตำบล บ้านใต้,2.0,4.0,198.0,198.0
5* Studio Resort like: Mason Place Capitol Park,apartment,Kecamatan Senen,2.0,4.0,29.0,29.0
Minimax House by wiandra,house,Lembang,4.0,8.0,96.0,96.0
B1731/Seaview/5 mine drive to Jonker/Imperio/4 pax,condo,Melaka,3.0,6.0,27.333333333333332,23.0
*6Maritime Seafront Scandinavian Home‖北欧风格日出无敌海景套房,loft,George Town,3.0,6.0,109.0,153.0
Scenic Cebu City View Condo in Ayala,condo,Cebu City,2.0,4.0,32.333333333333336,41.0
"Baan Rom Pruk private house, near Naiyang beach",bungalow,Naiyang Beach,1.0,2.0,26.0,26.0
10' walk to Bitexco D1 45sqm Studio - Stay&Fun 01,condo,Quận 4,1.0,2.0,38.0,38.0
Ayung Panorama. Poetic house on Ayung River cliff,villa,Abiansemal,2.0,4.0,336.0,159.0
Villa The Spot - Room B6,room,Ko Samui District,1.0,2.0,127.0,127.0
Cozy Seafront Studio Suite Near Queensbay,condo,Bayan Lepas,1.0,2.0,52.0,52.0
GLAMPING Experience with an INFINITY POOL,unique_stay,Kecamatan Selat,2.0,4.0,79.0,79.0
Veranda Residence pattaya 1BR partial sea view,condo,Tambon Na Chom Thian,2.0,4.0,47.0,47.0
1min KLCC Twin Tower & Pavilion/Ins cottage for best memories,apartment,Kuala Lumpur,2.0,4.0,60.285714285714285,38.0
Nyan Bali -A Bamboo House Escape with Private Chef,cabin,Selat,2.0,4.0,237.0,237.0
5-Star Experience at the Heart of Cebu,condo,Cebu City,3.0,6.0,32.333333333333336,49.0
Antipolo - Secluded and Romantic,bungalow,Antipolo,3.0,6.0,143.0,143.0
Alon and Sandy Surf Shack GFloor (Air Conditioned),room,San Juan,3.0,6.0,129.0,129.0
The Blue Cabin #Beach,room,Botolan,1.0,2.0,62.0,62.0
"Amazing Manila Bay View! Spacious Comfy, Clean *31",condo,Manila,2.0,4.0,48.5,69.0
Luxurious private 2bedrm seafront Phuket penthouse,apartment,Thalang,2.0,4.0,286.0,286.0
Serenity Tagaytay Home w/ WIFI & NETFLIX,condo,Tagaytay,3.0,6.0,30.0,30.0
B1933B/5 min drive to Jonker/Seaview/Imperio/4 pax,apartment,Melaka,4.0,8.0,32.0,24.0
H&B Villas Phu Quoc - 3 Bedrooms,villa,Phu Quoc,4.0,8.0,252.0,252.0
A Chic and Cozy 2Br Unit w/ Netflix and Disney+,condo,Pasig,6.0,12.0,34.0,34.0
Coastline Seaview Duplex Level 19 Executive Floor,loft,George Town,1.0,2.0,109.0,87.0
"BOHO CABIN, Hin Kong Beachfront, West Coast.",cabin,Tambon Ko Pha-ngan,2.0,4.0,132.0,132.0
(A)Charming Pool Access One Bedroom Apartment,apartment,Tambon Kamala,1.0,2.0,65.0,65.0
"One Bedroom Condo in Roxas Boulevard, Pasay City",condo,Pasay,8.0,16.0,30.0,30.0
Wake up to the Sea of Bali: Beachfront luxury plus,villa,Seririt,1.0,2.0,194.0,194.0
Enchanted River cabin w/private garden and kitchen,cabin,Lazi,2.0,4.0,51.0,51.0
Cozy City Condo at Horizons 101 [ W/ WIFI ].,condo,Cebu City,2.0,4.0,32.333333333333336,26.0
SUNSET SEAVIEW DELUXE PATONG - POOL+TERRACE,apartment,Tambon Patong,4.0,8.0,57.0,64.0
Appartment 140 sqm 6 people big terrace sea view,apartment,Tambon Rawai,2.0,4.0,111.0,111.0
Cozy room 48.5 sq.m @The Astra near Night market,condo,Chiang Mai,1.0,2.0,45.0,45.0
EXPRESSIONZ-1Bedroom-Junior-Suite-KLCC-Sky-Pool,apartment,Kuala Lumpur,1.0,2.0,60.285714285714285,53.0
Coastline Seaview Duplex Level 19 Executive Floor,loft,George Town,6.0,12.0,109.0,87.0
VENUE HOTEL-20% Superior City NiceWindow#Good Rate,hotel,Nha Trang,1.0,2.0,17.0,17.0
"Bebalilodge, one bedroom house with private pool",farm_stay,Gianyar,1.0,2.0,76.0,76.0
"BOHO CABIN, Hin Kong Beachfront, West Coast.",cabin,Tambon Ko Pha-ngan,1.0,2.0,132.0,132.0
(A)Charming Pool Access One Bedroom Apartment,apartment,Tambon Kamala,2.0,4.0,65.0,65.0
Wake up to the Sea of Bali: Beachfront luxury plus,villa,Seririt,8.0,16.0,194.0,194.0
Enchanted River cabin w/private garden and kitchen,cabin,Lazi,1.0,2.0,51.0,51.0
Cozy City Condo at Horizons 101 [ W/ WIFI ].,condo,Cebu City,2.0,4.0,32.333333333333336,26.0
SUNSET SEAVIEW DELUXE PATONG - POOL+TERRACE,apartment,Tambon Patong,2.0,4.0,57.0,64.0
Cozy room 48.5 sq.m @The Astra near Night market,condo,Chiang Mai,2.0,4.0,45.0,45.0
2 Bedrooms Beachfront on Maikhao Beach B#7F,condo,Tambon Thep Krasatti,2.0,4.0,90.0,90.0
EXPRESSIONZ-1Bedroom-Junior-Suite-KLCC-Sky-Pool,apartment,Kuala Lumpur,1.0,2.0,60.285714285714285,53.0
La Casita Hua Hin 2,apartment,Tambon Hua Hin,1.0,2.0,32.0,32.0
The LOJI @ Patra Kuningan # 3,room,Tebet,2.0,4.0,24.0,24.0
Cozy Studio across Ayala Mall iT Park 1min walk,condo,Cebu City,1.0,2.0,32.333333333333336,26.0
B4: Sea Breeze Bungalow with Ensuite and AC,bungalow,Ko Samui,2.0,4.0,33.0,33.0
"Villa Arun, Sumberkima Hill",villa,Pemuteran,1.0,2.0,262.0,262.0
DANNY’s HIGH VIEW STUDIO near District1 Ben Thanh!,apartment,Quận 4,1.0,2.0,44.0,44.0
Premier Lux Studio Large Tv Free Netflix | City,apartment,Kuala Lumpur,2.0,4.0,60.285714285714285,62.0
"BOHO CABIN, Hin Kong Beachfront, West Coast.",cabin,Tambon Ko Pha-ngan,1.0,2.0,132.0,132.0
【R&F】Studio of Dual-Key Homely Getaway byⓗⓢ,condo,Johor Bahru,2.0,4.0,59.5,44.0
"Luxury Q Chidlom Condo, BTS ChitLom, Siam,",apartment,Bangkok,1.0,2.0,54.5,90.0
(A)Charming Pool Access One Bedroom Apartment,apartment,Tambon Kamala,2.0,4.0,65.0,65.0
Wake up to the Sea of Bali: Beachfront luxury plus,villa,Seririt,8.0,16.0,194.0,194.0
#18 2022 Newest! Downtown Lux Fun Sea View Condo,apartment,Muang Pattaya,1.0,2.0,99.5,63.0
Enchanted River cabin w/private garden and kitchen,cabin,Lazi,1.0,2.0,51.0,51.0
Cozy City Condo at Horizons 101 [ W/ WIFI ].,condo,Cebu City,2.0,4.0,32.333333333333336,26.0
SUNSET SEAVIEW DELUXE PATONG - POOL+TERRACE,apartment,Tambon Patong,2.0,4.0,57.0,64.0
Cozy room 48.5 sq.m @The Astra near Night market,condo,Chiang Mai,2.0,4.0,45.0,45.0
B2733/Seaview/5mins to Jonker/Imperio/Studio/4pax,condo,Melaka,3.0,6.0,27.333333333333332,30.0
Kanvas Soho / KLIA / FREE WIFI 500mbps,condo,Cyberjaya,2.0,4.0,24.0,24.0
#Maritime*3*The Rhythm of the Sea @ 日出无敌全海景,loft,Jelutong,3.0,6.0,98.0,98.0
Waterfront Traditional Thai Style Pool Villa (V7),villa,Phuket,1.0,2.0,41.0,41.0
The LOJI @ Patra Kuningan # 3,room,Tebet,2.0,4.0,24.0,24.0
"Villa Arun, Sumberkima Hill",villa,Pemuteran,1.0,2.0,262.0,262.0
DANNY’s HIGH VIEW STUDIO near District1 Ben Thanh!,apartment,Quận 4,1.0,2.0,44.0,44.0
Comfy-Cozy-Cheap @ NAIA 3 near RW w/ NETFLIX,apartment,Pasay,3.0,6.0,33.0,33.0
[50mbps+NETFLIX] Your home in the heart of Manila,condo,Manila,1.0,2.0,48.5,28.0
Comfy Room with Bathroom near MRT Phra Ram 9,room,Khet Din Daeng,1.0,2.0,30.0,30.0
"Endless Patong Ocean View from a Hilltop Condominium, Phuket",apartment,Patong,4.0,8.0,56.0,56.0
"Spectacular Ocean View Villa in Uluwatu, Bali",villa,Uluwatu,2.0,4.0,673.0,673.0
"Exclusive Villa, for Couples Looking To Relax",room,Kecamatan Ubud,2.0,4.0,89.0,149.0
1 BR Phuket Modern Luxury Living,apartment,Tambon Patong,1.0,2.0,57.0,44.0
*SETIA ALAM* Big Luxury Comfort Homestay #Trefoil,apartment,Shah Alam,1.0,2.0,30.0,30.0
Luxury Villa in Ubud,room,Ubud,3.0,6.0,65.0,65.0
"S101 Beachfront Private Villa,
A Resort by the Sea",hotel,Langkawi,2.0,4.0,49.0,49.0
Admire Deluxe Marble Walls at a Highrise Resort Home,apartment,Kuala Lumpur,2.0,4.0,60.285714285714285,85.0
B1706/5 mins drive to Jonker/Imperio/Studio/4pax,condo,Melaka,1.0,2.0,27.333333333333332,29.0
Odesa Villa1 Ubud close to center,room,Kecamatan Ubud,1.0,2.0,89.0,29.0
"Malay villa, Best views in Ubud!",hotel,Ubud,1.0,2.0,167.0,167.0
*Hidden Oasis Bangkok 1 | Near ICONSIAM,room,Khlong Ton Sai,1.0,2.0,28.0,28.0
Directly on the beach-for animal lovers only,house,Tambon Bo Put,1.0,2.0,144.0,144.0
"Maphrao in Kamala, accommodation on the beach",other,Kamala,1.0,2.0,49.0,49.0
A Divers Home: beachfront room with sunset view,room,El Nido,1.0,2.0,34.0,34.0
Forest Haven - Otium,tiny_home,Millersburg,1.0,2.0,224.0,224.0
WANDERLUST TREEHOUSE Book an experience!,treehouse,Crane Hill,1.0,2.0,402.0,402.0
Architectural Masterpiece | Best View in Telluride,house,Telluride,5.0,10.0,732.0,732.0
The Triangle: A-Frame Cabin for your city retreat,cabin,West Farmington,4.0,8.0,121.0,123.0
Cozy Louise Cabin - Direct Cuyuna MTB Access/Sauna,cabin,Crosby,2.0,4.0,225.0,225.0
A-frame cabin by the bay with kayak!,cabin,Hancock,2.0,4.0,357.5,230.0
Peacock Tiny House near Las Vegas,tiny_home,Sandy Valley,2.0,4.0,154.5,155.0
Peach Log Cabin/Hot Tub/Romantic/Close to Town!,cabin,Fredericksburg,1.0,2.0,292.0,292.0
Guest room available short stays,room,New York,2.0,4.0,178.0,217.0
"Tiny House Cozy Cabin by Zion, Grand Canyon, Bryce",cabin,Fredonia,4.0,8.0,188.0,188.0
Nature’s Nook- A Modern Treehouse Near Wineries,treehouse,Dahlonega,3.0,6.0,336.0,336.0
Conestoga Wagon on Dude Ranch NEAR LAS VEGAS,farm_stay,Sandy Valley,1.0,2.0,147.0,147.0
The Forestry House - A modern luxury treehouse.,treehouse,Travelers Rest,1.0,2.0,293.5,305.0
Crystal Peak Lookout 🌲,treehouse,Fernwood,3.0,6.0,230.0,230.0
Heartwood Cabin at Mt. Rainier,cabin,Packwood,3.0,6.0,354.0,354.0
Modern Nashville Home in the Woods,cabin,Nashville,1.0,2.0,278.0,278.0
The Leaf Treehouse,treehouse,Fredericksburg,2.0,4.0,649.5,641.0
Secluded View! A-Frame Hot Tub and Fire Pit,cabin,Bryson City,2.0,4.0,357.5,361.0
Lakefront A-Frame Cabin on Table Rock Lake,cabin,Branson,2.0,4.0,129.0,129.0
The Cargill-Earl Guesthouse at Erik's Ranch,house,Livingston,3.0,6.0,426.0,426.0
Taos Mesa Studio Earthship,house,Taos,1.0,2.0,194.0,194.0
A- Frame Cabin,other,Shippensburg,2.0,4.0,273.0,273.0
Diamond Desert Escape,house,Scottsdale,5.0,10.0,384.0,384.0
Calowahcan Cabin *NEW hot tub*,cabin,Ronan,3.0,6.0,213.0,213.0
Cozy Bow House Perched in Trees w/ Hot Tub & View,house,Fairlee,5.0,10.0,244.0,244.0
Cherry Blossom Yurt on Lookout Mountain,unique_stay,Rising Fawn,1.0,2.0,157.0,157.0
Storybook A-Frame Cabin in the Woods Close to Downtown Boone,cabin,Boone,2.0,4.0,218.0,218.0
The Cabin at Maple View - Accepting Reservations,cabin,Urbana,2.0,4.0,123.0,123.0
Romantic Cabin - 9 miles to Glacier National Park,cabin,Martin City,2.0,4.0,171.0,171.0
Enjoy the Heated Pool at a Beautifully Designed Getaway,house,Austin,1.0,2.0,213.0,213.0
10-Acre Yellowstone Cabin w/Stunning Mtn View,cabin,Livingston,4.0,8.0,222.0,222.0
"The Big Blue, 1 BR+Den!",condo,Avalon,2.0,4.0,597.0,597.0
Moab Glamping Luxury Tent for 2,unique_stay,Moab,1.0,2.0,254.0,254.0
Villa Loggia! 5min walk to Prvt Beach/pool/SmartTV,house,Destin,6.0,12.0,379.6666666666667,417.0
"Scenic, Serene Lakefront Cabin — Wood Stove",cabin,Crivitz,3.0,6.0,149.0,149.0
The Stillwater at Stoner Creek Cabins,tiny_home,Lakeside,1.0,2.0,178.0,178.0
A little piece of heaven...,house,Half Moon Bay,4.0,8.0,950.0,950.0
Romantic Cabin - 9 miles to Glacier National Park,cabin,Martin City,2.0,4.0,171.0,171.0
Enjoy the Heated Pool at a Beautifully Designed Getaway,house,Austin,1.0,2.0,213.0,213.0
"The Big Blue, 1 BR+Den!",condo,Avalon,2.0,4.0,597.0,597.0
Beautiful pool home near strip,house,Henderson,3.0,6.0,252.0,252.0
Moab Glamping Luxury Tent for 2,unique_stay,Moab,1.0,2.0,254.0,254.0
Villa Loggia! 5min walk to Prvt Beach/pool/SmartTV,house,Destin,6.0,12.0,379.6666666666667,417.0
The Stillwater at Stoner Creek Cabins,tiny_home,Lakeside,1.0,2.0,178.0,178.0
Totally Beachin - Condo with Stunning Ocean Views,condo,Orange Beach,6.0,12.0,287.0,287.0
Moonlit Chalet,cabin,Clyde,2.0,4.0,175.0,175.0
Atlantic Coast Dome Home Across from Sound w/ View,house,Wilmington,2.0,4.0,244.0,244.0
Welcome to our Modern Cape Escape with Heated Pool,house,Cape Coral,5.0,10.0,173.0,233.0
The 'Easy A' Cabin in Rocky Point,house,Klamath Falls,3.0,6.0,202.0,202.0
Luxury One Bedroom Condo with private balcony,condo,Daytona Beach,3.0,6.0,123.0,123.0
"""Swan Ocean"" Beach House on Vilano Beach",house,St. Augustine,6.0,12.0,647.0,955.0
Coastal Waters 214-2nd floor ocean view condo,condo,New Smyrna Beach,2.0,4.0,168.0,168.0
Lake House Minutes to Downtown Mt. Dora and Eustis,house,Eustis,2.0,4.0,173.0,173.0
Circle J Bed & Breakfast,tiny_home,White Pigeon,2.0,4.0,92.0,92.0
"Hillside Cripple Creek Cabin w/Hot Tub, Mtn Views!",cabin,Cripple Creek,3.0,6.0,196.0,196.0
Basic Cabin #1 - Sleeps 4 - OK-C1,cabin,Moab,3.0,6.0,125.0,125.0
ONLY 1.5 Miles from the Creation Museum!,house,Petersburg,4.0,8.0,124.0,124.0
"Blue Oasis | King Bed | Feel Far, Be Close Dogs ok",house,Twentynine Palms,2.0,4.0,155.0,155.0
Garden Gate Getaway,room,McKinney,2.0,4.0,53.0,53.0
"Taos Skybox ""Stargazer"" High Desert Retreat",house,El Prado,1.0,2.0,184.0,184.0
"The best in tiny living!
TreehouseTopia",treehouse,Sevierville,2.0,4.0,229.0,229.0
*Unique Pyramid Home for an amazing vacation,house,Fort Myers,1.0,2.0,231.0,231.0
Private Modern Guesthouse near Mulholland Drive,cottage,Los Angeles,2.0,4.0,151.0,151.0
Water side Cozy cabin,house,Summertown,4.0,8.0,98.0,98.0
NEW! One-of-a-Kind Luxury Cabin w/Hot Tub,cabin,Florissant,1.0,2.0,358.0,358.0
Hilltop cabin retreat with lake & mountain views,guesthouse,Escondido,5.0,10.0,188.0,188.0
Brand New 3 beds at Solara Resort,house,Kissimmee,2.0,4.0,189.75,155.0
New lux cabin w/mount index view,cabin,Gold Bar,1.0,2.0,264.5,276.0
Redwood Treehouse Santa Cruz Mtns.,treehouse,Watsonville,2.0,4.0,190.0,190.0
Mickey Mouse Themed Getaway next to Disney 1,condo,Kissimmee,4.0,8.0,164.0,115.0
Crystal Lake House,house,Ellington,4.0,8.0,155.0,155.0
The Orlando Retreat.,house,Orlando,4.0,8.0,230.0,230.0
The Alpaca (A Lone Juniper Ranch Cabin),farm_stay,Lebec,2.0,4.0,124.0,124.0
Cozy Cabin on Sunday River ~,cabin,Newry,2.0,4.0,202.0,202.0
*BRAND NEW* Tiny Village Retreat,tiny_home,Greer,2.0,4.0,90.0,90.0
Cliffside Romantic Retreat LOVE,cabin,Pine Ridge,1.0,2.0,321.0,321.0
Modern Cabin Tiny Retreat,tiny_home,Greer,3.0,6.0,90.0,90.0
Peaceful Log Cabin in the Woods,cabin,Groton,2.0,4.0,122.0,122.0
Cozy Creek Cabin-couples retreat nestled in woods,cabin,Ellijay,1.0,2.0,184.0,184.0
Cozy Studio close to Universal,apartment,Orlando,2.0,4.0,88.0,82.0
Beaver Bungalow - Long Range Mountain Views,cabin,Blue Ridge,2.0,4.0,163.0,163.0
"Sea Squirrel, Beach views in Crystal Beach",condo,Destin,1.0,2.0,246.0,246.0
Out of Bounds: Tiny Cabin amongst acres of trees,tiny_home,Hillsboro,2.0,4.0,170.0,170.0
Newly remodeled! Condo in Center of All The Action,apartment,Orlando,2.0,4.0,88.0,100.0
Canyon Hideout Bungalow,tiny_home,Cortez,1.0,2.0,179.0,179.0
"Peaceful, authentic, rustic log cabin in the woods",other,Wapwallopen,2.0,4.0,132.0,132.0
Idyllic Cottage Retreat,cottage,Crozet,2.0,4.0,188.0,188.0
Cabin Kisa,cabin,Leicester,1.0,2.0,106.0,106.0
Mountain Dream gorgeous view with hot tub,cabin,Robbinsville,2.0,4.0,190.0,190.0
Special Offer Storey Lake 2Bedr 2Bath Free Waterpark BE307,apartment,Kissimmee,4.0,8.0,123.66666666666667,134.0
Cabin Kisa,cabin,Leicester,1.0,2.0,106.0,106.0
Mountain Dream gorgeous view with hot tub,cabin,Robbinsville,2.0,4.0,190.0,190.0
Special Offer Storey Lake 2Bedr 2Bath Free Waterpark BE307,apartment,Kissimmee,4.0,8.0,123.66666666666667,134.0
Creekside Cabin at Shady Grove Farm,cabin,Lancing,2.0,4.0,90.0,90.0
"Vegas Villa-Heated Pool, Indoor Jacuzzi, Billiards",villa,Las Vegas,9.0,18.0,668.0,668.0
Modern Retreat with King Bed-Heated Pool-and Grill,villa,Miramar,6.0,12.0,494.0,494.0
Venice Canals Sanctuary,apartment,Santa Monica,2.0,4.0,374.0,374.0
Sugar Bear Hollow,cabin,Sevierville,3.0,6.0,252.5,219.0
Studio B,guesthouse,Phoenix,2.0,4.0,111.0,111.0
Rock Reign Ranch,tiny_home,Desert Hot Springs,1.0,2.0,132.0,132.0
"Sedona Sunset Jewel, Amazing Views, Pool",guest_suite,Sedona,1.0,2.0,209.0,209.0
10 mins to Disney-Hot tub-Queen Puffy Lux bed,condo,Kissimmee,3.0,6.0,164.0,213.0
Largest 1 Bed 2 bath in Amelia Surf & Racquet Club,apartment,Fernandina Beach,2.0,4.0,306.0,306.0
300 STEPS TO THE BEACH-BEST 1 BEDROOM DEAL IN TOWN,condo,Panama City Beach,2.0,4.0,174.0,169.0
Private room(s) in a Renovated Manhattan Townhouse,room,New York,2.0,4.0,178.0,259.0
Luxurious brickell apartment 38thfloor ocean view,condo,Miami,2.0,4.0,211.5,239.0
"Lakeview Loft-Vintage Chicago, Modern Amenities",loft,Chicago,3.0,6.0,126.0,126.0
"JU Super Duper Tiny House, 15 minutes to Disney",cottage,Kissimmee,3.0,6.0,98.66666666666667,98.0
Excellent suite to enjoy near Disney.,apartment,Orlando,2.0,4.0,88.0,90.0
300 STEPS TO THE BEACH-BEST 1 BEDROOM DEAL IN TOWN,condo,Panama City Beach,2.0,4.0,174.0,169.0
Private room(s) in a Renovated Manhattan Townhouse,room,New York,2.0,4.0,178.0,259.0
Luxurious brickell apartment 38thfloor ocean view,condo,Miami,2.0,4.0,211.5,239.0
"Lakeview Loft-Vintage Chicago, Modern Amenities",loft,Chicago,3.0,6.0,126.0,126.0
"JU Super Duper Tiny House, 15 minutes to Disney",cottage,Kissimmee,4.0,8.0,98.66666666666667,98.0
On Juniper Lake w/Boat Dock Near 30A!,house,DeFuniak Springs,4.0,8.0,113.0,113.0
Ocean Front Resort - King bed,condo,Hilton Head Island,1.0,2.0,184.0,184.0
Cozy riverside/rain forest cabin ~ Bogie Bungalow,cabin,Forks,2.0,4.0,143.0,143.0
Ft Walton cozy condo w/ on-site pool. Near beaches,condo,Fort Walton Beach,3.0,6.0,181.33333333333334,145.0
Private Bay area home !,apartment,Sarasota,3.0,6.0,117.0,117.0
Altitude Adjustment,cabin,Kanab,4.0,8.0,216.5,208.0
Private Room in Elegant French Gothic Home,room,Los Angeles,2.0,4.0,123.5,114.0
Stuart Manor Bed and Breakfast,room,Carlisle,2.0,4.0,223.0,223.0
The Beach Couldn't Be Any Closer!,condo,Pensacola,6.0,12.0,260.0,260.0
Point Richmond Top Floor Studio with Bay views,apartment,Richmond,6.0,12.0,153.0,153.0
Cottage by the Sea,guest_suite,Trinidad,6.0,12.0,138.0,138.0
House by the Mouse: Something for Everyone!,house,Kissimmee,6.0,12.0,189.75,250.0
King Suite/Sky Lounge/Luxurious Experience.,apartment,Houston,2.0,4.0,110.5,108.0
Few days left in May,cabin,Sevierville,1.0,2.0,252.5,286.0
"Cozy Private Mountain Cabin on 1,000 acre property",cabin,Fountain Green,4.0,8.0,186.0,186.0
"Lovely Private Room-Manhattan, 70s-Upper East Side",room,New York,1.0,2.0,178.0,199.0
1 BD PRIVATE HOUSEBOAT/ COTTAGE TARPON,cottage,Islamorada,3.0,6.0,229.0,229.0
Sugar Babe Beach Retreat with Hot Tub!,house,Michigan City,2.0,4.0,160.0,160.0
Modern room in boutique hotel near amusement parks,hotel,Kissimmee,2.0,4.0,64.0,64.0
"Kayaks adventure, Dock, Pool, WiFi Courtyard view.",condo,Mary Esther,2.0,4.0,112.0,112.0
Historic Venice Apt 1/2 blocks to beach+parking,apartment,Los Angeles,2.0,4.0,203.5,222.0
A charmer!Great spot near downtown.,guesthouse,Greensboro,3.0,6.0,81.0,81.0
Beachfront Apartment,apartment,Hallandale Beach,1.0,2.0,170.0,170.0
Beach Front Condo In Casa Del Mar,apartment,Galveston,2.0,4.0,163.5,122.0
The Cooper Cottage | Guesthouse,guesthouse,Carrollton,4.0,8.0,91.0,91.0
Tillie Creek Retreat: a Creekside Oasis,cabin,Wofford Heights,3.0,6.0,145.0,145.0
New* Desert Moon* HeartofPhoenix,house,Phoenix,3.0,6.0,194.5,112.0
Private Mackinaw City Beach Cottage ~ Bridge view,cottage,Mackinaw City,1.0,2.0,355.0,355.0
Room With The Views,guest_suite,Cave Creek,3.0,6.0,127.0,127.0
Venice Getaway,house,Venice,3.0,6.0,159.0,159.0
Reems Creek Mountain Cabin,cabin,Weaverville,2.0,4.0,237.0,237.0
Venice Getaway,house,Venice,3.0,6.0,159.0,159.0
Beachfront~Amazing Views~Walkable to Walmart/Shops,condo,Panama City Beach,4.0,8.0,174.0,184.0
Lovely 1 bed condo with pool/wifi free parking,condo,Miami,2.0,4.0,211.5,149.0
"The Lost Coast Tower, Petrolia",cabin,Petrolia,1.0,2.0,225.0,225.0
THE SMALL ENGLISH MANOR NESTLED AMONGST THE TREES,apartment,New York,2.0,4.0,259.3333333333333,276.0
Private Loft In the Hollywood Hills (by Universal),guesthouse,Los Angeles,1.0,2.0,132.0,132.0
"Location, location, location!",apartment,New York,2.0,4.0,259.3333333333333,260.0
Ravinia Bungalow,guesthouse,Dallas,1.0,2.0,105.0,105.0
Egret ~ Beachfront Cottage (pet-Friendly),house,Holden Beach,2.0,4.0,248.0,248.0
Storybook Beach Cottage Twin Rocks,cottage,Rockaway Beach,4.0,8.0,144.0,144.0
On the Beach; Siesta Key SunBum Studio,condo,Siesta Key,2.0,4.0,268.0,379.0
Laguna Beach Charming Unit- Location/Value,apartment,Laguna Beach,3.0,6.0,266.5,385.0
Windsor At Westside Avenger Newest PS5 Game room,villa,Kissimmee,13.0,26.0,209.0,209.0
Central House w/ Pool & Hot Tub,house,Tucson,2.0,4.0,142.0,142.0
Direct Ocean View from the Balcony,apartment,Fort Lauderdale,2.0,4.0,239.5,219.0
Terlingua Mining Ruin - Lofthouse,house,Terlingua,1.0,2.0,194.0,194.0
Designer Upper East side apartment Two entrances.,apartment,New York,1.0,2.0,259.3333333333333,242.0
Waterfront Sea Cottage,guesthouse,Naples,1.0,2.0,82.0,82.0
Relaxing Bungalow Steps from the Ocean,bungalow,New Smyrna Beach,2.0,4.0,102.0,102.0
Modern Great Villa near Disney & Parks,apartment,Kissimmee,3.0,6.0,123.66666666666667,103.0
Cozy Private Cottage 5 miles from Disney!,cottage,Kissimmee,1.0,2.0,98.66666666666667,100.0
"Private Studio+Bath+Balcony, 15 mins to Manhattan",room,Brooklyn,1.0,2.0,144.0,144.0
Large Master Bedroom w Hollywood sign VIEWS,room,Los Angeles,5.0,10.0,123.5,133.0
Echo Park Retreat with Views,guest_suite,Los Angeles,4.0,8.0,116.0,116.0
Beachfront Oasis,house,Huntington Beach,3.0,6.0,798.0,798.0
The Enchanted Cottage at Easy Manor,guesthouse,Colorado Springs,4.0,8.0,115.0,115.0
☀Sunrise Cabin☀ Balcony Mtn Views┃Grill┃Firepit,cabin,Hartsel,3.0,6.0,113.0,113.0
Cactus House - private home with pool in Phoenix,house,Phoenix,3.0,6.0,194.5,277.0
"Beautiful Beachfront condo! 2 Bdrm, 2 Bath",condo,Fort Walton Beach,1.0,2.0,181.33333333333334,300.0
"""Vacation-Sanctuary / Gateway to Napa """,room,Fairfield,1.0,2.0,114.0,114.0
Elevation Celebration,cabin,Kanab,3.0,6.0,216.5,225.0
Waterfront Studio Apartment with FREE Parking,apartment,North Bay Village,2.0,4.0,160.0,160.0
